claim_id,evidence_id,label
38,Ice age:0,NOT_ENOUGH_INFO
38,Ice age:133,NOT_ENOUGH_INFO
38,Ice age:175,NOT_ENOUGH_INFO
38,Sea level rise:82,NOT_ENOUGH_INFO
41,Scientific consensus on climate change:13,SUPPORTS
41,Scientific consensus on climate change:135,NOT_ENOUGH_INFO
41,Scientific consensus on climate change:269,SUPPORTS
41,Sustainability:151,SUPPORTS
41,Sustainability:92,NOT_ENOUGH_INFO
42,Global warming:146,REFUTES
42,Global warming:147,NOT_ENOUGH_INFO
42,Sea level rise:1,NOT_ENOUGH_INFO
42,Sea level rise:614,NOT_ENOUGH_INFO
42,Sea level:62,REFUTES
44,Global warming controversy:78,REFUTES
44,Scientific consensus on climate change:139,REFUTES
44,Scientific consensus on climate change:283,REFUTES
44,Scientific consensus on climate change:543,REFUTES
44,Scientific consensus on climate change:692,REFUTES
51,Carbon dioxide:221,NOT_ENOUGH_INFO
51,Climate change adaptation:957,SUPPORTS
51,Greenhouse gas:457,NOT_ENOUGH_INFO
51,Greenhouse gas:912,NOT_ENOUGH_INFO
51,Scientific consensus on climate change:147,NOT_ENOUGH_INFO
55,Hockey stick controversy:113,NOT_ENOUGH_INFO
55,Hockey stick controversy:144,REFUTES
55,Hockey stick controversy:175,SUPPORTS
55,Hockey stick controversy:176,REFUTES
55,Hockey stick controversy:206,REFUTES
57,Medieval Warm Period:0,SUPPORTS
57,Medieval Warm Period:10,NOT_ENOUGH_INFO
57,Medieval Warm Period:13,NOT_ENOUGH_INFO
57,Medieval Warm Period:6,SUPPORTS
57,Medieval Warm Period:9,NOT_ENOUGH_INFO
60,Global warming:55,NOT_ENOUGH_INFO
60,Patrick Michaels:30,SUPPORTS
60,Scientific consensus on climate change:136,REFUTES
60,Scientific consensus on climate change:150,REFUTES
60,Scientific consensus on climate change:459,REFUTES
61,Global warming:1459,NOT_ENOUGH_INFO
61,Global warming:401,NOT_ENOUGH_INFO
61,NASA:12,NOT_ENOUGH_INFO
61,NASA:1227,NOT_ENOUGH_INFO
61,Space Shuttle Challenger disaster:97,NOT_ENOUGH_INFO
65,Wind farm:150,REFUTES
65,Wind turbine:228,REFUTES
65,Windmill:0,NOT_ENOUGH_INFO
65,Windmill:30,SUPPORTS
65,Windmill:89,NOT_ENOUGH_INFO
67,Beringia:39,NOT_ENOUGH_INFO
67,Earth:206,NOT_ENOUGH_INFO
67,Holocene:279,NOT_ENOUGH_INFO
67,Holocene:49,NOT_ENOUGH_INFO
67,Nordland:70,NOT_ENOUGH_INFO
69,Sea level rise:1,NOT_ENOUGH_INFO
69,Sea level rise:139,REFUTES
69,Sea level rise:160,REFUTES
69,Sea level rise:165,REFUTES
69,Sea level rise:26,NOT_ENOUGH_INFO
71,NASA:365,NOT_ENOUGH_INFO
71,Solar minimum:19,SUPPORTS
71,Solar minimum:33,NOT_ENOUGH_INFO
71,Solar minimum:44,NOT_ENOUGH_INFO
71,Sun:139,NOT_ENOUGH_INFO
72,Begging the question:181,NOT_ENOUGH_INFO
72,Begging the question:63,NOT_ENOUGH_INFO
72,Narrative:472,NOT_ENOUGH_INFO
72,Question mark:129,NOT_ENOUGH_INFO
72,Question mark:57,NOT_ENOUGH_INFO
74,Global warming controversy:224,SUPPORTS
74,Global warming:22,NOT_ENOUGH_INFO
74,Global warming:317,NOT_ENOUGH_INFO
74,Global warming:67,NOT_ENOUGH_INFO
74,Global warming:7,NOT_ENOUGH_INFO
75,Effects of global warming:57,SUPPORTS
75,Scientific consensus on climate change:137,SUPPORTS
75,Scientific consensus on climate change:715,SUPPORTS
75,Scientific consensus on climate change:721,SUPPORTS
75,Weather:96,SUPPORTS
76,Climate change mitigation:241,NOT_ENOUGH_INFO
76,Climate change mitigation:317,NOT_ENOUGH_INFO
76,Climate change mitigation:379,NOT_ENOUGH_INFO
76,Earth:351,NOT_ENOUGH_INFO
76,Earth:668,NOT_ENOUGH_INFO
77,Proxima Centauri:39,NOT_ENOUGH_INFO
77,Star:266,NOT_ENOUGH_INFO
77,Star:274,NOT_ENOUGH_INFO
77,Star:328,NOT_ENOUGH_INFO
77,Sun:186,NOT_ENOUGH_INFO
79,Global warming:99,NOT_ENOUGH_INFO
79,IPCC Fourth Assessment Report:48,NOT_ENOUGH_INFO
79,Intergovernmental Panel on Climate Change:128,REFUTES
79,Scientific consensus on climate change:507,NOT_ENOUGH_INFO
79,Scientific consensus on climate change:719,NOT_ENOUGH_INFO
82,Carbon dioxide:196,NOT_ENOUGH_INFO
82,Eocene:203,NOT_ENOUGH_INFO
82,Greenhouse gas:129,NOT_ENOUGH_INFO
82,Greenhouse gas:69,REFUTES
82,Greenhouse gas:74,NOT_ENOUGH_INFO
85,Paleocene–Eocene Thermal Maximum:98,REFUTES
85,Sea level rise:3,REFUTES
85,Sea level rise:68,NOT_ENOUGH_INFO
85,Sea level rise:69,NOT_ENOUGH_INFO
85,Sea level rise:74,SUPPORTS
86,Climate:108,REFUTES
86,Global warming:276,REFUTES
86,Greenhouse gas:310,REFUTES
86,Scientific consensus on climate change:155,REFUTES
86,Scientific consensus on climate change:692,REFUTES
91,Apple Corps:230,NOT_ENOUGH_INFO
91,Apple Corps:63,NOT_ENOUGH_INFO
91,The Carpenters:412,NOT_ENOUGH_INFO
91,The Rolling Stones:617,NOT_ENOUGH_INFO
91,The Simpsons:888,NOT_ENOUGH_INFO
93,Australia:1011,NOT_ENOUGH_INFO
93,Australia:136,NOT_ENOUGH_INFO
93,Australia:137,NOT_ENOUGH_INFO
93,Australia:141,NOT_ENOUGH_INFO
93,Australia:240,NOT_ENOUGH_INFO
95,Effects of global warming:92,SUPPORTS
95,Hurricane Harvey:1021,SUPPORTS
95,Hurricane Harvey:292,SUPPORTS
95,Hurricane Harvey:294,SUPPORTS
95,Hurricane Harvey:996,SUPPORTS
96,Intergovernmental Panel on Climate Change:0,NOT_ENOUGH_INFO
96,Intergovernmental Panel on Climate Change:14,NOT_ENOUGH_INFO
96,Intergovernmental Panel on Climate Change:159,REFUTES
96,Scientific consensus on climate change:228,REFUTES
96,Scientific consensus on climate change:301,NOT_ENOUGH_INFO
97,2000s (decade):628,REFUTES
97,Anthony Watts (blogger):267,REFUTES
97,Global warming:146,NOT_ENOUGH_INFO
97,Global warming:22,REFUTES
97,Global warming:276,REFUTES
98,Earth:111,NOT_ENOUGH_INFO
98,Earth:76,NOT_ENOUGH_INFO
98,Venus:11,NOT_ENOUGH_INFO
98,Venus:88,NOT_ENOUGH_INFO
98,Venus:89,NOT_ENOUGH_INFO
99,Climate change (general concept):29,NOT_ENOUGH_INFO
99,Climate change (general concept):430,NOT_ENOUGH_INFO
99,Climate change and ecosystems:124,NOT_ENOUGH_INFO
99,Climate change and ecosystems:44,NOT_ENOUGH_INFO
99,Climate change denial:266,SUPPORTS
100,Climatic Research Unit email controversy:85,NOT_ENOUGH_INFO
100,Global cooling:99,NOT_ENOUGH_INFO
100,Global warming controversy:93,NOT_ENOUGH_INFO
100,Global warming:314,NOT_ENOUGH_INFO
100,James Delingpole:18,SUPPORTS
101,Global warming:22,NOT_ENOUGH_INFO
101,Global warming:276,NOT_ENOUGH_INFO
101,Global warming:299,NOT_ENOUGH_INFO
101,Global warming:55,NOT_ENOUGH_INFO
101,Hockey stick controversy:177,NOT_ENOUGH_INFO
102,Global cooling:68,NOT_ENOUGH_INFO
102,Global warming:64,NOT_ENOUGH_INFO
102,Scientific consensus on climate change:190,NOT_ENOUGH_INFO
102,Scientific consensus on climate change:23,NOT_ENOUGH_INFO
102,Scientific consensus on climate change:38,NOT_ENOUGH_INFO
103,20th century:0,NOT_ENOUGH_INFO
103,20th century:6,REFUTES
103,Global warming:146,REFUTES
103,Global warming:366,REFUTES
103,Global warming:41,REFUTES
104,Carbon dioxide:192,SUPPORTS
104,Carbon dioxide:194,NOT_ENOUGH_INFO
104,Gaia hypothesis:88,NOT_ENOUGH_INFO
104,Greenhouse gas:310,SUPPORTS
104,Scientific consensus on climate change:155,SUPPORTS
105,Anoxic event:42,NOT_ENOUGH_INFO
105,Carbon dioxide:192,REFUTES
105,Carbon dioxide:194,REFUTES
105,Global warming:22,NOT_ENOUGH_INFO
105,Greenhouse gas:310,REFUTES
108,Sea level rise:2,NOT_ENOUGH_INFO
108,Sea level rise:405,REFUTES
108,Sea level rise:492,REFUTES
108,Sea level rise:5,NOT_ENOUGH_INFO
108,Sea level rise:65,REFUTES
109,Sea level:43,NOT_ENOUGH_INFO
109,Sea level:51,NOT_ENOUGH_INFO
109,Sea:11,SUPPORTS
109,Sea:147,SUPPORTS
109,Sea:207,NOT_ENOUGH_INFO
113,Global warming controversy:1008,NOT_ENOUGH_INFO
113,Global warming controversy:190,NOT_ENOUGH_INFO
113,Global warming controversy:223,NOT_ENOUGH_INFO
113,Global warming controversy:234,NOT_ENOUGH_INFO
113,Global warming controversy:240,REFUTES
118,Kyoto Protocol:20,SUPPORTS
118,Scientific consensus on climate change:150,NOT_ENOUGH_INFO
118,Scientific consensus on climate change:187,SUPPORTS
118,Scientific consensus on climate change:69,SUPPORTS
118,Scientific consensus on climate change:77,SUPPORTS
120,Coral bleaching:32,NOT_ENOUGH_INFO
120,Coral bleaching:54,SUPPORTS
120,Coral reef:365,NOT_ENOUGH_INFO
120,Coral reef:375,SUPPORTS
120,Coral:189,SUPPORTS
123,Deforestation:57,NOT_ENOUGH_INFO
123,Global catastrophic risk:112,NOT_ENOUGH_INFO
123,Global catastrophic risk:51,NOT_ENOUGH_INFO
123,Global warming:1,REFUTES
123,Global warming:108,NOT_ENOUGH_INFO
126,Attribution of recent climate change:131,NOT_ENOUGH_INFO
126,Global warming:0,NOT_ENOUGH_INFO
126,Global warming:218,NOT_ENOUGH_INFO
126,Scientific consensus on climate change:692,REFUTES
126,Sea level rise:3,REFUTES
127,Climate change and agriculture:222,NOT_ENOUGH_INFO
127,Global warming:194,REFUTES
127,Human impact on the environment:145,NOT_ENOUGH_INFO
127,Human impact on the environment:151,NOT_ENOUGH_INFO
127,Sustainability:374,NOT_ENOUGH_INFO
128,Sea level rise:2,NOT_ENOUGH_INFO
128,Sea level rise:3,NOT_ENOUGH_INFO
128,Sea level rise:405,NOT_ENOUGH_INFO
128,Sea level rise:492,NOT_ENOUGH_INFO
128,Sea level rise:85,NOT_ENOUGH_INFO
129,Sea level rise:160,NOT_ENOUGH_INFO
129,Sea level rise:166,NOT_ENOUGH_INFO
129,Sea level rise:172,NOT_ENOUGH_INFO
129,Sea level rise:173,NOT_ENOUGH_INFO
129,Sea level rise:284,NOT_ENOUGH_INFO
132,Climate change adaptation:135,NOT_ENOUGH_INFO
132,Effects of global warming:228,NOT_ENOUGH_INFO
132,Effects of global warming:229,NOT_ENOUGH_INFO
132,Habitat destruction:83,NOT_ENOUGH_INFO
132,Intergovernmental Panel on Climate Change:218,NOT_ENOUGH_INFO
133,Agriculture:138,NOT_ENOUGH_INFO
133,Alaska:24,NOT_ENOUGH_INFO
133,Human impact on the environment:67,NOT_ENOUGH_INFO
133,Human overpopulation:184,NOT_ENOUGH_INFO
133,Meat:202,SUPPORTS
135,France:301,SUPPORTS
135,Greenhouse gas:155,SUPPORTS
135,Greenhouse gas:251,SUPPORTS
135,Greenhouse gas:256,SUPPORTS
135,Greenhouse gas:257,SUPPORTS
137,Avian influenza:128,NOT_ENOUGH_INFO
137,Human overpopulation:95,NOT_ENOUGH_INFO
137,Intensive animal farming:0,NOT_ENOUGH_INFO
137,Intensive animal farming:112,REFUTES
137,Intensive animal farming:257,REFUTES
138,Climate change and ecosystems:13,SUPPORTS
138,Human overpopulation:875,NOT_ENOUGH_INFO
138,Scientific consensus on climate change:200,NOT_ENOUGH_INFO
138,Scientific consensus on climate change:267,NOT_ENOUGH_INFO
138,Scientific consensus on climate change:284,NOT_ENOUGH_INFO
139,Climate change denial:1170,NOT_ENOUGH_INFO
139,Climate change denial:1177,NOT_ENOUGH_INFO
139,"Climate change, industry and society:119",SUPPORTS
139,"Climate change, industry and society:123",NOT_ENOUGH_INFO
139,Scientific consensus on climate change:682,NOT_ENOUGH_INFO
141,Greenpeace:124,NOT_ENOUGH_INFO
141,Greenpeace:171,NOT_ENOUGH_INFO
141,Greenpeace:189,NOT_ENOUGH_INFO
141,Greenpeace:192,NOT_ENOUGH_INFO
141,Petroleum:296,NOT_ENOUGH_INFO
142,Cloud:343,NOT_ENOUGH_INFO
142,Clouds and the Earth's Radiant Energy System:3,NOT_ENOUGH_INFO
142,Global warming:134,NOT_ENOUGH_INFO
142,Global warming:362,NOT_ENOUGH_INFO
142,Global warming:7,NOT_ENOUGH_INFO
143,Climate sensitivity:121,NOT_ENOUGH_INFO
143,Climate sensitivity:124,NOT_ENOUGH_INFO
143,Climate sensitivity:48,NOT_ENOUGH_INFO
143,Climate sensitivity:9,NOT_ENOUGH_INFO
143,Greenhouse gas:307,NOT_ENOUGH_INFO
148,Cloud feedback:17,SUPPORTS
148,Cloud feedback:19,SUPPORTS
148,Cloud feedback:27,NOT_ENOUGH_INFO
148,Global warming:107,SUPPORTS
148,Tipping points in the climate system:32,NOT_ENOUGH_INFO
152,Climate change (general concept):67,NOT_ENOUGH_INFO
152,Intergovernmental Panel on Climate Change:285,SUPPORTS
152,Intergovernmental Panel on Climate Change:6,NOT_ENOUGH_INFO
152,Scientific consensus on climate change:192,SUPPORTS
152,Scientific consensus on climate change:94,NOT_ENOUGH_INFO
157,Global warming:20,NOT_ENOUGH_INFO
157,Global warming:21,NOT_ENOUGH_INFO
157,Global warming:276,NOT_ENOUGH_INFO
157,Global warming:402,NOT_ENOUGH_INFO
157,Little Ice Age:745,NOT_ENOUGH_INFO
161,Earth:316,NOT_ENOUGH_INFO
161,Sea level rise:128,NOT_ENOUGH_INFO
161,Sea level rise:195,SUPPORTS
161,Sea level rise:56,NOT_ENOUGH_INFO
161,Sea level rise:78,NOT_ENOUGH_INFO
163,Conservative Judaism:407,NOT_ENOUGH_INFO
163,We Are the World:22,NOT_ENOUGH_INFO
163,We Are the World:5,NOT_ENOUGH_INFO
163,We Found Love:145,NOT_ENOUGH_INFO
163,We Found Love:224,NOT_ENOUGH_INFO
164,Effects of global warming:106,SUPPORTS
164,Effects of global warming:15,SUPPORTS
164,Effects of global warming:80,NOT_ENOUGH_INFO
164,Effects of global warming:85,SUPPORTS
164,Effects of global warming:88,SUPPORTS
165,George W. Bush:579,NOT_ENOUGH_INFO
165,Hurricane Sandy:414,NOT_ENOUGH_INFO
165,Presidency of Donald Trump:421,NOT_ENOUGH_INFO
165,Presidency of Donald Trump:453,NOT_ENOUGH_INFO
165,Presidency of Donald Trump:509,NOT_ENOUGH_INFO
168,Attribution of recent climate change:0,SUPPORTS
168,Attribution of recent climate change:112,SUPPORTS
168,Attribution of recent climate change:58,SUPPORTS
168,Climate change mitigation:476,SUPPORTS
168,Scientific consensus on climate change:155,SUPPORTS
169,Climate change in the United States:91,NOT_ENOUGH_INFO
169,Nuclear winter:198,NOT_ENOUGH_INFO
169,Nuclear winter:201,NOT_ENOUGH_INFO
169,Nuclear winter:215,NOT_ENOUGH_INFO
169,Ocean acidification:44,NOT_ENOUGH_INFO
171,Climate change and gender:39,SUPPORTS
171,Climate change in Australia:1,SUPPORTS
171,Climate change mitigation:37,NOT_ENOUGH_INFO
171,Global warming:155,NOT_ENOUGH_INFO
171,Global warming:9,NOT_ENOUGH_INFO
173,Coal:37,NOT_ENOUGH_INFO
173,Global warming:64,REFUTES
173,James Hansen:76,NOT_ENOUGH_INFO
173,Particulates:37,NOT_ENOUGH_INFO
173,Particulates:46,NOT_ENOUGH_INFO
180,Calcium carbonate:34,NOT_ENOUGH_INFO
180,Carbon sink:66,SUPPORTS
180,Coral:131,SUPPORTS
180,Limestone:1,NOT_ENOUGH_INFO
180,Reef:34,SUPPORTS
181,Anthozoa:73,NOT_ENOUGH_INFO
181,Breathing:2,NOT_ENOUGH_INFO
181,Gas exchange:9,NOT_ENOUGH_INFO
181,Ocean acidification:0,NOT_ENOUGH_INFO
181,Sea:240,NOT_ENOUGH_INFO
184,Carbon dioxide:21,NOT_ENOUGH_INFO
184,Global warming:218,NOT_ENOUGH_INFO
184,Global warming:276,REFUTES
184,Global warming:59,NOT_ENOUGH_INFO
184,Global warming:6,NOT_ENOUGH_INFO
185,Attribution of recent climate change:29,SUPPORTS
185,Attribution of recent climate change:8,NOT_ENOUGH_INFO
185,Carbon dioxide in Earth's atmosphere:675,SUPPORTS
185,Climate change (general concept):457,NOT_ENOUGH_INFO
185,Climate change feedback:21,NOT_ENOUGH_INFO
189,Climate change denial:658,SUPPORTS
189,Earth:172,NOT_ENOUGH_INFO
189,Earth:293,SUPPORTS
189,Global warming:52,REFUTES
189,Natural environment:69,NOT_ENOUGH_INFO
190,Climate change (general concept):10,SUPPORTS
190,Climate change (general concept):229,SUPPORTS
190,Climate change (general concept):36,SUPPORTS
190,Climate change (general concept):43,SUPPORTS
190,Scientific consensus on climate change:657,NOT_ENOUGH_INFO
194,Global warming:107,SUPPORTS
194,Global warming:111,NOT_ENOUGH_INFO
194,Greenhouse gas:434,NOT_ENOUGH_INFO
194,Greenhouse gas:606,NOT_ENOUGH_INFO
194,Greenhouse gas:73,NOT_ENOUGH_INFO
195,Carbon dioxide:0,NOT_ENOUGH_INFO
195,Explosive:170,NOT_ENOUGH_INFO
195,Greenhouse gas:10,NOT_ENOUGH_INFO
195,Natural gas:0,NOT_ENOUGH_INFO
195,Natural gas:85,NOT_ENOUGH_INFO
196,Carbon dioxide in Earth's atmosphere:294,NOT_ENOUGH_INFO
196,Carbon dioxide in Earth's atmosphere:97,SUPPORTS
196,Carbon dioxide:10,NOT_ENOUGH_INFO
196,Earth:75,NOT_ENOUGH_INFO
196,Future of Earth:23,NOT_ENOUGH_INFO
197,Atmosphere of Earth:2,NOT_ENOUGH_INFO
197,Carbon dioxide:231,NOT_ENOUGH_INFO
197,Carbon dioxide:240,NOT_ENOUGH_INFO
197,Deforestation:47,NOT_ENOUGH_INFO
197,Earth:164,NOT_ENOUGH_INFO
198,Carbon dioxide:241,SUPPORTS
198,Climate change and agriculture:267,SUPPORTS
198,Greenhouse:4,NOT_ENOUGH_INFO
198,Greenhouse:71,SUPPORTS
198,Greenhouse:77,SUPPORTS
199,Biodiversity:307,REFUTES
199,Global catastrophic risk:190,NOT_ENOUGH_INFO
199,James Lovelock:75,NOT_ENOUGH_INFO
199,Scientific consensus on climate change:166,REFUTES
199,Scientific consensus on climate change:191,NOT_ENOUGH_INFO
200,Atmosphere of Earth:2,NOT_ENOUGH_INFO
200,Carbon dioxide:177,NOT_ENOUGH_INFO
200,Earth:74,NOT_ENOUGH_INFO
200,Earth:75,NOT_ENOUGH_INFO
200,Eocene:22,NOT_ENOUGH_INFO
203,An Inconvenient Truth:125,NOT_ENOUGH_INFO
203,An Inconvenient Truth:135,REFUTES
203,Global warming:276,REFUTES
203,Greenhouse gas:101,REFUTES
203,James Hansen:246,REFUTES
204,Carbon dioxide:192,NOT_ENOUGH_INFO
204,Earth:74,NOT_ENOUGH_INFO
204,Eocene:118,NOT_ENOUGH_INFO
204,Paleocene–Eocene Thermal Maximum:177,NOT_ENOUGH_INFO
204,Paleocene–Eocene Thermal Maximum:3,NOT_ENOUGH_INFO
207,2012 in science:264,REFUTES
207,Climate of Mars:89,NOT_ENOUGH_INFO
207,Earth:53,NOT_ENOUGH_INFO
207,Geologic temperature record:10,REFUTES
207,Peat:182,NOT_ENOUGH_INFO
211,Climate change (general concept):2,NOT_ENOUGH_INFO
211,Global warming:276,NOT_ENOUGH_INFO
211,Scientific consensus on climate change:170,NOT_ENOUGH_INFO
211,Scientific consensus on climate change:267,NOT_ENOUGH_INFO
211,Scientific consensus on climate change:299,NOT_ENOUGH_INFO
214,Consciousness:135,NOT_ENOUGH_INFO
214,Intelligent design:212,NOT_ENOUGH_INFO
214,Media coverage of global warming:31,NOT_ENOUGH_INFO
214,Media coverage of global warming:37,NOT_ENOUGH_INFO
214,Thomas Kuhn:1,NOT_ENOUGH_INFO
216,Cryosphere:139,NOT_ENOUGH_INFO
216,James Hansen:87,NOT_ENOUGH_INFO
216,Sea level rise:599,NOT_ENOUGH_INFO
216,Sea level rise:607,NOT_ENOUGH_INFO
216,Sea level rise:90,NOT_ENOUGH_INFO
220,Houston:735,SUPPORTS
220,Houston:85,SUPPORTS
220,Hurricane Harvey:1,SUPPORTS
220,Hurricane Harvey:238,SUPPORTS
220,Hurricane Harvey:84,SUPPORTS
230,Antarctica:354,SUPPORTS
230,Antarctica:355,SUPPORTS
230,Ice shelf:25,SUPPORTS
230,Ice shelf:33,SUPPORTS
230,Retreat of glaciers since 1850:365,SUPPORTS
235,Earth:111,NOT_ENOUGH_INFO
235,Earth:174,NOT_ENOUGH_INFO
235,Earth:192,NOT_ENOUGH_INFO
235,Earth:76,NOT_ENOUGH_INFO
235,Jupiter:68,NOT_ENOUGH_INFO
236,Global warming:146,NOT_ENOUGH_INFO
236,Global warming:22,NOT_ENOUGH_INFO
236,Global warming:396,NOT_ENOUGH_INFO
236,Global warming:7,NOT_ENOUGH_INFO
236,Sea level rise:104,NOT_ENOUGH_INFO
237,Global cooling:5,NOT_ENOUGH_INFO
237,Global cooling:68,NOT_ENOUGH_INFO
237,Global warming:135,NOT_ENOUGH_INFO
237,Global warming:99,REFUTES
237,James Hansen:129,REFUTES
240,Global warming controversy:224,NOT_ENOUGH_INFO
240,Global warming:22,SUPPORTS
240,Intergovernmental Panel on Climate Change:112,SUPPORTS
240,Intergovernmental Panel on Climate Change:113,NOT_ENOUGH_INFO
240,Intergovernmental Panel on Climate Change:166,NOT_ENOUGH_INFO
243,Carbon dioxide in Earth's atmosphere:73,NOT_ENOUGH_INFO
243,Global warming:279,SUPPORTS
243,IPCC Fifth Assessment Report:52,NOT_ENOUGH_INFO
243,Scientific consensus on climate change:150,NOT_ENOUGH_INFO
243,Sea level rise:157,NOT_ENOUGH_INFO
244,Portable Network Graphics:43,NOT_ENOUGH_INFO
244,Rise of the Olympian:9,NOT_ENOUGH_INFO
244,Rise of the Ottoman Empire:42,NOT_ENOUGH_INFO
244,Rise of the Planet of the Apes:123,NOT_ENOUGH_INFO
244,Rise of the Planet of the Apes:82,NOT_ENOUGH_INFO
246,Carbon dioxide in Earth's atmosphere:5,NOT_ENOUGH_INFO
246,Carbon dioxide in Earth's atmosphere:6,REFUTES
246,Carbon dioxide:192,NOT_ENOUGH_INFO
246,Eocene:84,NOT_ENOUGH_INFO
246,Ice age:0,NOT_ENOUGH_INFO
248,Greenhouse gas:10,NOT_ENOUGH_INFO
248,Greenhouse gas:11,SUPPORTS
248,Greenhouse gas:172,SUPPORTS
248,Greenhouse gas:26,NOT_ENOUGH_INFO
248,Greenhouse gas:339,NOT_ENOUGH_INFO
250,Captain Planet and the Planeteers:133,NOT_ENOUGH_INFO
250,City:641,NOT_ENOUGH_INFO
250,City:779,NOT_ENOUGH_INFO
250,Marvel Universe:88,NOT_ENOUGH_INFO
250,Orbital ring:150,NOT_ENOUGH_INFO
254,Climate change denial:1029,NOT_ENOUGH_INFO
254,Climate change denial:232,NOT_ENOUGH_INFO
254,Climate change denial:247,NOT_ENOUGH_INFO
254,Climate change denial:78,NOT_ENOUGH_INFO
254,Climate change denial:99,SUPPORTS
256,Little Ice Age:0,NOT_ENOUGH_INFO
256,Medieval Warm Period:0,NOT_ENOUGH_INFO
256,Medieval Warm Period:14,SUPPORTS
256,Medieval Warm Period:253,NOT_ENOUGH_INFO
